stimulus,aoi_index,aoi_content,fprt
breakfast-zero.text.1,159,I,0.0
breakfast-zero.text.1,160,noticed,246.0
breakfast-zero.text.1,161,something,186.0
breakfast-zero.text.1,162,odd,141.0
breakfast-zero.text.1,163,-,0.0
breakfast-zero.text.1,164,a,0.0
breakfast-zero.text.1,165,small,107.0
breakfast-zero.text.1,166,piece,0.0
breakfast-zero.text.1,167,of,189.0
breakfast-zero.text.1,168,paper,174.0
breakfast-zero.text.1,169,tucked,283.0
breakfast-zero.text.1,170,under,0.0
breakfast-zero.text.1,171,my,0.0
breakfast-zero.text.1,172,plate.,227.0
breakfast-zero.text.1,173,"Curious,",260.0
breakfast-zero.text.1,174,I,0.0
breakfast-zero.text.1,175,picked,185.0
breakfast-zero.text.1,176,it,471.0
breakfast-zero.text.1,177,"up,",0.0
breakfast-zero.text.1,178,and,0.0
breakfast-zero.text.1,179,my,199.0
breakfast-zero.text.1,180,heart,307.0
breakfast-zero.text.1,181,skipped,175.0
breakfast-zero.text.1,182,a,0.0
breakfast-zero.text.1,183,beat,242.0
breakfast-zero.text.1,184,as,0.0
breakfast-zero.text.1,185,I,151.0
breakfast-zero.text.1,186,read,127.0
breakfast-zero.text.1,187,the,0.0
breakfast-zero.text.1,188,simple,214.0
breakfast-zero.text.1,189,message,182.0
breakfast-zero.text.2,190,scrawled,178.0
breakfast-zero.text.2,191,on,267.0
breakfast-zero.text.2,192,it:,0.0
breakfast-zero.text.2,193,"""It's",106.0
breakfast-zero.text.2,194,"time.""",265.0
breakfast-zero.text.2,195,I,0.0
breakfast-zero.text.2,196,felt,0.0
breakfast-zero.text.2,197,a,0.0
breakfast-zero.text.2,198,shiver,116.0
breakfast-zero.text.2,199,run,221.0
breakfast-zero.text.2,200,down,215.0
breakfast-zero.text.2,201,my,390.0
breakfast-zero.text.2,202,spine.,0.0
breakfast-zero.text.2,203,Who,0.0
breakfast-zero.text.2,204,could,117.0
breakfast-zero.text.2,205,have,0.0
breakfast-zero.text.2,206,written,499.0
breakfast-zero.text.2,207,this?,0.0
breakfast-zero.text.2,208,And,214.0
breakfast-zero.text.2,209,what,274.0
breakfast-zero.text.2,210,did,158.0
breakfast-zero.text.2,211,they,159.0
breakfast-zero.text.2,212,mean,0.0
breakfast-zero.text.2,213,by,113.0
breakfast-zero.text.2,214,"""it's",228.0
breakfast-zero.text.2,215,"time""?",0.0
breakfast-zero.text.2,216,I,0.0
breakfast-zero.text.2,217,looked,371.0
breakfast-zero.text.2,218,around,157.0
breakfast-zero.text.2,219,the,203.0
breakfast-zero.text.2,220,"diner,",0.0
breakfast-zero.text.2,221,but,0.0
breakfast-zero.text.2,222,no,162.0
breakfast-zero.text.2,223,one,162.0
breakfast-zero.text.2,224,seemed,191.0
breakfast-zero.text.2,225,to,220.0
breakfast-zero.text.2,226,be,0.0
breakfast-zero.text.2,227,paying,207.0
breakfast-zero.text.2,228,attention,219.0
breakfast-zero.text.2,229,to,270.0
breakfast-zero.text.2,230,me.,0.0
breakfast-zero.text.2,231,The,0.0
breakfast-zero.text.2,232,waitress,385.0
breakfast-zero.text.2,233,was,112.0
breakfast-zero.text.2,234,busy,226.0
breakfast-zero.text.2,235,wiping,319.0
breakfast-zero.text.2,236,down,152.0
breakfast-zero.text.2,237,the,237.0
breakfast-zero.text.2,238,"counter,",433.0
breakfast-zero.text.2,239,and,180.0
breakfast-zero.text.2,240,the,142.0
breakfast-zero.text.2,241,other,102.0
breakfast-zero.text.2,242,patrons,535.0
breakfast-zero.text.2,243,were,260.0
breakfast-zero.text.2,244,engrossed,188.0
breakfast-zero.text.2,245,in,163.0
breakfast-zero.text.2,246,their,0.0
breakfast-zero.text.2,247,own,282.0
breakfast-zero.text.2,248,conversations.,328.0
breakfast-zero.text.2,249,I,0.0
breakfast-zero.text.2,250,tried,0.0
breakfast-zero.text.2,251,to,0.0
breakfast-zero.text.2,252,shake,0.0
breakfast-zero.text.2,253,off,0.0
breakfast-zero.text.2,254,the,0.0
breakfast-zero.text.2,255,feeling,0.0
breakfast-zero.text.2,256,of,0.0
breakfast-zero.text.2,257,"unease,",149.0
breakfast-zero.text.2,258,telling,356.0
breakfast-zero.text.2,259,myself,194.0
breakfast-zero.text.2,260,it,0.0
breakfast-zero.text.2,261,was,254.0
breakfast-zero.text.2,262,just,233.0
breakfast-zero.text.2,263,a,0.0
breakfast-zero.text.2,264,prank.,173.0
breakfast-zero.text.2,265,But,405.0
breakfast-zero.text.2,266,the,316.0
breakfast-zero.text.2,267,words,192.0
breakfast-zero.text.2,268,lingered,242.0
breakfast-zero.text.2,269,in,0.0
breakfast-zero.text.2,270,my,497.0
breakfast-zero.text.2,271,"mind,",0.0
breakfast-zero.text.2,272,refusing,244.0
breakfast-zero.text.2,273,to,0.0
breakfast-zero.text.2,274,be,361.0
breakfast-zero.text.2,275,dismissed.,0.0
breakfast-zero.text.2,276,I,189.0
breakfast-zero.text.2,277,took,345.0
breakfast-zero.text.2,278,a,0.0
breakfast-zero.text.2,279,sip,141.0
breakfast-zero.text.2,280,of,0.0
breakfast-zero.text.2,281,my,130.0
breakfast-zero.text.2,282,"coffee,",174.0
breakfast-zero.text.2,283,trying,0.0
breakfast-zero.text.2,284,to,0.0
breakfast-zero.text.2,285,clear,230.0
breakfast-zero.text.2,286,my,193.0
breakfast-zero.text.2,287,head.,0.0
breakfast-zero.text.3,288,As,0.0
breakfast-zero.text.3,289,I,0.0
breakfast-zero.text.3,290,finished,317.0
breakfast-zero.text.3,291,my,0.0
breakfast-zero.text.3,292,meal,365.0
breakfast-zero.text.3,293,and,152.0
breakfast-zero.text.3,294,prepared,152.0
breakfast-zero.text.3,295,to,0.0
breakfast-zero.text.3,296,"leave,",157.0
breakfast-zero.text.3,297,the,0.0
breakfast-zero.text.3,298,waitress,284.0
breakfast-zero.text.3,299,came,220.0
breakfast-zero.text.3,300,over,366.0
breakfast-zero.text.3,301,to,0.0
breakfast-zero.text.3,302,clear,110.0
breakfast-zero.text.3,303,my,289.0
breakfast-zero.text.3,304,plate.,0.0
breakfast-zero.text.3,305,"""Everything",126.0
breakfast-zero.text.3,306,"okay,",372.0
breakfast-zero.text.3,307,"hon?""",0.0
breakfast-zero.text.3,308,she,184.0
breakfast-zero.text.3,309,"asked,",166.0
breakfast-zero.text.3,310,eyeing,480.0
breakfast-zero.text.3,311,me,209.0
breakfast-zero.text.3,312,curiously.,458.0
breakfast-zero.text.3,313,I,0.0
breakfast-zero.text.3,314,"hesitated,",358.0
breakfast-zero.text.3,315,unsure,325.0
breakfast-zero.text.3,316,of,0.0
breakfast-zero.text.3,317,how,273.0
breakfast-zero.text.3,318,to,233.0
breakfast-zero.text.3,319,respond.,399.0
breakfast-zero.text.3,320,"""Yeah,",243.0
breakfast-zero.text.3,321,everything's,365.0
breakfast-zero.text.3,322,"fine,""",0.0
breakfast-zero.text.3,323,I,0.0
breakfast-zero.text.3,324,said,441.0
breakfast-zero.text.3,325,"finally,",190.0
breakfast-zero.text.3,326,trying,163.0
breakfast-zero.text.3,327,to,0.0
breakfast-zero.text.3,328,brush,100.0
breakfast-zero.text.3,329,it,0.0
breakfast-zero.text.3,330,off.,0.0
breakfast-zero.text.3,331,But,0.0
breakfast-zero.text.3,332,as,360.0
breakfast-zero.text.3,333,I,0.0
breakfast-zero.text.3,334,walked,412.0
breakfast-zero.text.3,335,out,0.0
breakfast-zero.text.3,336,of,161.0
breakfast-zero.text.3,337,the,318.0
breakfast-zero.text.3,338,"diner,",0.0
breakfast-zero.text.3,339,I,0.0
breakfast-zero.text.3,340,couldn't,408.0
breakfast-zero.text.3,341,shake,216.0
breakfast-zero.text.3,342,the,295.0
breakfast-zero.text.3,343,feeling,169.0
breakfast-zero.text.3,344,that,115.0
breakfast-zero.text.3,345,my,324.0
breakfast-zero.text.3,346,life,0.0
breakfast-zero.text.3,347,was,174.0
breakfast-zero.text.3,348,about,0.0
breakfast-zero.text.3,349,to,0.0
breakfast-zero.text.3,350,change,134.0
breakfast-zero.text.3,351,in,0.0
breakfast-zero.text.3,352,some,287.0
breakfast-zero.text.3,353,fundamental,471.0
breakfast-zero.text.3,354,way.,476.0
breakfast-zero.text.3,355,The,0.0
breakfast-zero.text.3,356,note,351.0
breakfast-zero.text.3,357,had,104.0
breakfast-zero.text.3,358,left,290.0
breakfast-zero.text.3,359,me,157.0
breakfast-zero.text.3,360,with,339.0
breakfast-zero.text.3,361,more,191.0
breakfast-zero.text.3,362,questions,168.0
breakfast-zero.text.3,363,than,131.0
breakfast-zero.text.3,364,"answers,",453.0
breakfast-zero.text.3,365,and,186.0
breakfast-zero.text.3,366,I,0.0
breakfast-zero.text.3,367,couldn't,453.0
breakfast-zero.text.3,368,help,140.0
breakfast-zero.text.3,369,but,0.0
breakfast-zero.text.3,370,wonder,141.0
breakfast-zero.text.3,371,what,163.0
breakfast-zero.text.3,372,the,294.0
breakfast-zero.text.3,373,future,186.0
breakfast-zero.text.3,374,held.,256.0
delayed-pos.text.0,0,Delayed,255.0
delayed-pos.text.0,1,Flight,649.0
delayed-pos.text.0,2,The,0.0
delayed-pos.text.0,3,storm,314.0
delayed-pos.text.0,4,raged,236.0
delayed-pos.text.0,5,"outside,",488.0
delayed-pos.text.0,6,its,0.0
delayed-pos.text.0,7,fury,373.0
delayed-pos.text.0,8,unrelenting,146.0
delayed-pos.text.0,9,as,0.0
delayed-pos.text.0,10,the,390.0
delayed-pos.text.0,11,airport's,482.0
delayed-pos.text.0,12,fluorescent,611.0
delayed-pos.text.0,13,lights,678.0
delayed-pos.text.0,14,flickered,570.0
delayed-pos.text.0,15,ominously.,697.0
delayed-pos.text.0,16,Rachel,266.0
delayed-pos.text.0,17,huddled,316.0
delayed-pos.text.0,18,under,453.0
delayed-pos.text.0,19,a,0.0
delayed-pos.text.0,20,dripping,591.0
delayed-pos.text.0,21,"umbrella,",964.0
delayed-pos.text.0,22,scanning,196.0
delayed-pos.text.0,23,the,118.0
delayed-pos.text.0,24,departures,175.0
delayed-pos.text.0,25,board,537.0
delayed-pos.text.0,26,with,227.0
delayed-pos.text.0,27,growing,223.0
delayed-pos.text.0,28,desperation.,517.0
delayed-pos.text.0,29,Another,195.0
delayed-pos.text.0,30,"delay,",166.0
delayed-pos.text.0,31,another,359.0
delayed-pos.text.0,32,missed,135.0
delayed-pos.text.0,33,"connection,",321.0
delayed-pos.text.0,34,another,215.0
delayed-pos.text.0,35,missed,127.0
delayed-pos.text.0,36,opportunity.,587.0
delayed-pos.text.0,37,Across,0.0
delayed-pos.text.0,38,the,0.0
delayed-pos.text.0,39,"terminal,",0.0
delayed-pos.text.0,40,Jack,0.0
delayed-pos.text.0,41,slumped,140.0
delayed-pos.text.0,42,against,409.0
delayed-pos.text.0,43,a,0.0
delayed-pos.text.0,44,"pillar,",217.0
delayed-pos.text.0,45,nursing,150.0
delayed-pos.text.0,46,a,0.0
delayed-pos.text.0,47,lukewarm,196.0
delayed-pos.text.0,48,coffee.,508.0
delayed-pos.text.0,49,His,220.0
delayed-pos.text.0,50,phone,0.0
delayed-pos.text.0,51,buzzed,139.0
delayed-pos.text.0,52,"incessantly,",1213.0
delayed-pos.text.0,53,a,0.0
delayed-pos.text.0,54,constant,306.0
delayed-pos.text.0,55,reminder,381.0
delayed-pos.text.0,56,of,0.0
delayed-pos.text.0,57,his,195.0
delayed-pos.text.0,58,impending,318.0
delayed-pos.text.0,59,flight,383.0
delayed-pos.text.0,60,cancellation.,381.0
delayed-pos.text.0,61,Frustration,500.0
delayed-pos.text.0,62,simmered,238.0
delayed-pos.text.0,63,just,195.0
delayed-pos.text.0,64,below,271.0
delayed-pos.text.0,65,the,0.0
delayed-pos.text.0,66,"surface,",0.0
delayed-pos.text.0,67,threatening,144.0
delayed-pos.text.0,68,to,175.0
delayed-pos.text.0,69,boil,178.0
delayed-pos.text.0,70,over.,127.0
delayed-pos.text.1,71,As,0.0
delayed-pos.text.1,72,the,142.0
delayed-pos.text.1,73,storm,317.0
delayed-pos.text.1,74,"intensified,",227.0
delayed-pos.text.1,75,the,210.0
delayed-pos.text.1,76,airport's,246.0
delayed-pos.text.1,77,speakers,352.0
delayed-pos.text.1,78,crackled,256.0
delayed-pos.text.1,79,to,290.0
delayed-pos.text.1,80,"life,",0.0
delayed-pos.text.1,81,announcing,300.0
delayed-pos.text.1,82,yet,101.0
delayed-pos.text.1,83,another,230.0
delayed-pos.text.1,84,postponement.,743.0
delayed-pos.text.1,85,Rachel's,244.0
delayed-pos.text.1,86,eyes,147.0
delayed-pos.text.1,87,met,237.0
delayed-pos.text.1,88,"Jack's,",111.0
delayed-pos.text.1,89,and,202.0
delayed-pos.text.1,90,they,274.0
delayed-pos.text.1,91,exchanged,104.0
delayed-pos.text.1,92,a,0.0
delayed-pos.text.1,93,commiserating,269.0
delayed-pos.text.1,94,glance.,225.0
delayed-pos.text.1,95,"""Tough",271.0
delayed-pos.text.1,96,"break,",238.0
delayed-pos.text.1,97,"huh?""",241.0
delayed-pos.text.1,98,Jack,0.0
delayed-pos.text.1,99,"ventured,",449.0
delayed-pos.text.1,100,breaking,610.0
delayed-pos.text.1,101,the,281.0
delayed-pos.text.1,102,silence.,147.0
delayed-pos.text.1,103,Rachel,158.0
delayed-pos.text.1,104,"nodded,",359.0
delayed-pos.text.1,105,tucking,124.0
delayed-pos.text.1,106,a,0.0
delayed-pos.text.1,107,strand,179.0
delayed-pos.text.1,108,of,0.0
delayed-pos.text.1,109,wet,181.0
delayed-pos.text.1,110,hair,155.0
delayed-pos.text.1,111,behind,383.0
delayed-pos.text.1,112,her,186.0
delayed-pos.text.1,113,ear.,112.0
delayed-pos.text.1,114,"""Yeah,",201.0
delayed-pos.text.1,115,I've,281.0
delayed-pos.text.1,116,been,143.0
delayed-pos.text.1,117,stuck,124.0
delayed-pos.text.1,118,here,173.0
delayed-pos.text.1,119,for,0.0
delayed-pos.text.1,120,hours.,252.0
delayed-pos.text.1,121,This,0.0
delayed-pos.text.1,122,storm,164.0
delayed-pos.text.1,123,is,0.0
delayed-pos.text.1,124,"relentless.""",216.0
delayed-pos.text.1,125,Jack,382.0
delayed-pos.text.1,126,nodded,318.0
delayed-pos.text.1,127,"sympathetically,",160.0
delayed-pos.text.1,128,his,402.0
delayed-pos.text.1,129,eyes,302.0
delayed-pos.text.1,130,crinkling,423.0
delayed-pos.text.1,131,at,0.0
delayed-pos.text.1,132,the,120.0
delayed-pos.text.1,133,corners.,241.0
delayed-pos.text.1,134,Their,0.0
delayed-pos.text.1,135,conversation,206.0
delayed-pos.text.1,136,flowed,193.0
delayed-pos.text.1,137,"effortlessly,",124.0
delayed-pos.text.1,138,weaving,832.0
delayed-pos.text.1,139,together,403.0
delayed-pos.text.1,140,stories,219.0
delayed-pos.text.1,141,of,0.0
delayed-pos.text.1,142,missed,231.0
delayed-pos.text.1,143,"connections,",227.0
delayed-pos.text.1,144,cancelled,719.0
delayed-pos.text.1,145,"flights,",184.0
delayed-pos.text.1,146,and,0.0
delayed-pos.text.1,147,delayed,356.0
delayed-pos.text.1,148,dreams.,408.0
delayed-pos.text.1,149,"Rachel,",518.0
delayed-pos.text.1,150,a,0.0
delayed-pos.text.1,151,freelance,420.0
delayed-pos.text.1,152,"writer,",390.0
delayed-pos.text.1,153,spoke,362.0
delayed-pos.text.1,154,of,0.0
delayed-pos.text.1,155,her,186.0
delayed-pos.text.1,156,stalled,192.0
delayed-pos.text.1,157,"manuscript,",219.0
delayed-pos.text.1,158,while,324.0
delayed-pos.text.1,159,"Jack,",151.0
delayed-pos.text.1,160,a,0.0
delayed-pos.text.1,161,software,213.0
delayed-pos.text.1,162,"engineer,",137.0
delayed-pos.text.1,163,lamented,771.0
delayed-pos.text.1,164,his,289.0
delayed-pos.text.1,165,stalled,153.0
delayed-pos.text.2,166,startup.,312.0
delayed-pos.text.2,167,The,0.0
delayed-pos.text.2,168,shared,160.0
delayed-pos.text.2,169,frustration,180.0
delayed-pos.text.2,170,"dissipated,",509.0
delayed-pos.text.2,171,replaced,262.0
delayed-pos.text.2,172,by,0.0
delayed-pos.text.2,173,an,266.0
delayed-pos.text.2,174,unexpected,337.0
delayed-pos.text.2,175,camaraderie.,224.0
delayed-pos.text.2,176,As,0.0
delayed-pos.text.2,177,the,0.0
delayed-pos.text.2,178,hours,0.0
delayed-pos.text.2,179,ticked,101.0
delayed-pos.text.2,180,"by,",0.0
delayed-pos.text.2,181,the,184.0
delayed-pos.text.2,182,airport's,179.0
delayed-pos.text.2,183,atmosphere,367.0
delayed-pos.text.2,184,transformed.,754.0
delayed-pos.text.2,185,Strangers-turned-strangers-turned-friends,2044.0
delayed-pos.text.2,186,laughed,607.0
delayed-pos.text.2,187,and,226.0
delayed-pos.text.2,188,"joked,",182.0
delayed-pos.text.2,189,bonding,397.0
delayed-pos.text.2,190,over,182.0
delayed-pos.text.2,191,their,143.0
delayed-pos.text.2,192,shared,0.0
delayed-pos.text.2,193,misfortunes.,132.0
delayed-pos.text.2,194,Rachel,238.0
delayed-pos.text.2,195,discovered,528.0
delayed-pos.text.2,196,Jack's,235.0
delayed-pos.text.2,197,passion,225.0
delayed-pos.text.2,198,for,203.0
delayed-pos.text.2,199,"photography,",206.0
delayed-pos.text.2,200,and,217.0
delayed-pos.text.2,201,he,113.0
delayed-pos.text.2,202,marveled,0.0
delayed-pos.text.2,203,at,118.0
delayed-pos.text.2,204,her,470.0
delayed-pos.text.2,205,lyrical,267.0
delayed-pos.text.2,206,prose.,423.0
delayed-pos.text.2,207,Conversations,932.0
delayed-pos.text.2,208,"deepened,",251.0
delayed-pos.text.2,209,revealing,418.0
delayed-pos.text.2,210,hidden,211.0
delayed-pos.text.2,211,vulnerabilities,535.0
delayed-pos.text.2,212,and,136.0
delayed-pos.text.2,213,unexpected,129.0
delayed-pos.text.2,214,commonalities.,598.0
delayed-pos.text.2,215,"Outside,",0.0
delayed-pos.text.2,216,the,139.0
delayed-pos.text.2,217,storm,185.0
delayed-pos.text.2,218,raged,210.0
delayed-pos.text.2,219,"on,",0.0
delayed-pos.text.2,220,its,0.0
delayed-pos.text.2,221,fury,406.0
delayed-pos.text.2,222,unabated.,194.0
delayed-pos.text.2,223,But,0.0
delayed-pos.text.2,224,within,463.0
delayed-pos.text.2,225,the,0.0
delayed-pos.text.2,226,airport's,251.0
delayed-pos.text.2,227,sterile,467.0
delayed-pos.text.2,228,"walls,",396.0
delayed-pos.text.2,229,a,0.0
delayed-pos.text.2,230,connection,334.0
delayed-pos.text.2,231,blossomed.,350.0
delayed-pos.text.2,232,Rachel,233.0
delayed-pos.text.2,233,and,215.0
delayed-pos.text.2,234,Jack,0.0
delayed-pos.text.2,235,exchanged,822.0
delayed-pos.text.2,236,"numbers,",153.0
delayed-pos.text.2,237,promising,330.0
delayed-pos.text.2,238,to,0.0
delayed-pos.text.2,239,stay,213.0
delayed-pos.text.2,240,in,0.0
delayed-pos.text.2,241,touch.,389.0
delayed-pos.text.2,242,As,0.0
delayed-pos.text.2,243,they,162.0
delayed-pos.text.2,244,parted,296.0
delayed-pos.text.2,245,"ways,",228.0
delayed-pos.text.2,246,the,0.0
delayed-pos.text.2,247,departures,370.0
delayed-pos.text.2,248,board,132.0
delayed-pos.text.2,249,flickered,275.0
delayed-pos.text.2,250,back,556.0
delayed-pos.text.2,251,to,0.0
delayed-pos.text.2,252,"life,",0.0
delayed-pos.text.2,253,displaying,1353.0
delayed-pos.text.2,254,a,0.0
delayed-pos.text.3,255,glimmer,817.0
delayed-pos.text.3,256,of,409.0
delayed-pos.text.3,257,hope.,0.0
delayed-pos.text.3,258,Rachel's,149.0
delayed-pos.text.3,259,"flight,",199.0
delayed-pos.text.3,260,once,156.0
delayed-pos.text.3,261,"delayed,",160.0
delayed-pos.text.3,262,was,0.0
delayed-pos.text.3,263,now,243.0
delayed-pos.text.3,264,rescheduled.,523.0
delayed-pos.text.3,265,Jack's,225.0
delayed-pos.text.3,266,"startup,",150.0
delayed-pos.text.3,267,once,272.0
delayed-pos.text.3,268,"stalled,",102.0
delayed-pos.text.3,269,gained,0.0
delayed-pos.text.3,270,renewed,111.0
delayed-pos.text.3,271,momentum.,525.0
delayed-pos.text.3,272,The,0.0
delayed-pos.text.3,273,storm,333.0
delayed-pos.text.3,274,outside,259.0
delayed-pos.text.3,275,"subsided,",414.0
delayed-pos.text.3,276,its,0.0
delayed-pos.text.3,277,fury,205.0
delayed-pos.text.3,278,spent.,238.0
delayed-pos.text.3,279,But,445.0
delayed-pos.text.3,280,the,103.0
delayed-pos.text.3,281,connection,244.0
delayed-pos.text.3,282,forged,221.0
delayed-pos.text.3,283,within,183.0
delayed-pos.text.3,284,the,371.0
delayed-pos.text.3,285,airport's,258.0
delayed-pos.text.3,286,confines,119.0
delayed-pos.text.3,287,"lingered,",300.0
delayed-pos.text.3,288,a,0.0
delayed-pos.text.3,289,testament,392.0
delayed-pos.text.3,290,to,194.0
delayed-pos.text.3,291,the,0.0
delayed-pos.text.3,292,serendipity,783.0
delayed-pos.text.3,293,of,0.0
delayed-pos.text.3,294,strangers-turned-friends.,628.0
blackout-neg.text.0,0,The,0.0
blackout-neg.text.0,1,Last,616.0
blackout-neg.text.0,2,Light,280.0
blackout-neg.text.0,3,On,523.0
blackout-neg.text.0,4,It,0.0
blackout-neg.text.0,5,was,371.0
blackout-neg.text.0,6,as,0.0
blackout-neg.text.0,7,if,173.0
blackout-neg.text.0,8,the,152.0
blackout-neg.text.0,9,world,174.0
blackout-neg.text.0,10,had,168.0
blackout-neg.text.0,11,come,127.0
blackout-neg.text.0,12,to,116.0
blackout-neg.text.0,13,a,0.0
blackout-neg.text.0,14,standstill.,751.0
blackout-neg.text.0,15,The,0.0
blackout-neg.text.0,16,streets,255.0
blackout-neg.text.0,17,were,275.0
blackout-neg.text.0,18,shrouded,205.0
blackout-neg.text.0,19,in,0.0
blackout-neg.text.0,20,an,463.0
blackout-neg.text.0,21,inky,349.0
blackout-neg.text.0,22,blackness,0.0
blackout-neg.text.0,23,that,113.0
blackout-neg.text.0,24,seemed,257.0
blackout-neg.text.0,25,to,0.0
blackout-neg.text.0,26,have,129.0
blackout-neg.text.0,27,a,112.0
blackout-neg.text.0,28,life,167.0
blackout-neg.text.0,29,of,101.0
blackout-neg.text.0,30,its,592.0
blackout-neg.text.0,31,own.,0.0
blackout-neg.text.0,32,The,217.0
blackout-neg.text.0,33,only,181.0
blackout-neg.text.0,34,sound,495.0
blackout-neg.text.0,35,was,187.0
blackout-neg.text.0,36,the,0.0
blackout-neg.text.0,37,distant,412.0
blackout-neg.text.0,38,hum,189.0
blackout-neg.text.0,39,of,0.0
blackout-neg.text.0,40,generators,538.0
blackout-neg.text.0,41,and,168.0
blackout-neg.text.0,42,the,0.0
blackout-neg.text.0,43,occasional,271.0
blackout-neg.text.0,44,bark,179.0
blackout-neg.text.0,45,of,0.0
blackout-neg.text.0,46,a,0.0
blackout-neg.text.0,47,dog.,498.0
blackout-neg.text.0,48,But,186.0
blackout-neg.text.0,49,in,0.0
blackout-neg.text.0,50,one,491.0
blackout-neg.text.0,51,house,140.0
blackout-neg.text.0,52,on,178.0
blackout-neg.text.0,53,Elm,133.0
blackout-neg.text.0,54,"Street,",0.0
blackout-neg.text.0,55,a,0.0
blackout-neg.text.0,56,lone,0.0
blackout-neg.text.0,57,light,280.0
blackout-neg.text.0,58,flickered,352.0
blackout-neg.text.0,59,to,201.0
blackout-neg.text.0,60,life.,636.0
blackout-neg.text.0,61,At,0.0
blackout-neg.text.0,62,"first,",0.0
blackout-neg.text.0,63,it,0.0
blackout-neg.text.0,64,was,119.0
blackout-neg.text.0,65,just,308.0
blackout-neg.text.0,66,a,315.0
blackout-neg.text.0,67,faint,207.0
blackout-neg.text.0,68,"glow,",185.0
blackout-neg.text.0,69,but,0.0
blackout-neg.text.0,70,as,139.0
blackout-neg.text.0,71,the,0.0
blackout-neg.text.0,72,minutes,844.0
blackout-neg.text.0,73,ticked,475.0
blackout-neg.text.0,74,"by,",169.0
blackout-neg.text.0,75,it,0.0
blackout-neg.text.0,76,grew,284.0
blackout-neg.text.0,77,brighter,151.0
blackout-neg.text.0,78,and,536.0
blackout-neg.text.0,79,brighter,278.0
blackout-neg.text.0,80,until,223.0
blackout-neg.text.0,81,the,200.0
blackout-neg.text.0,82,entire,128.0
blackout-neg.text.0,83,house,154.0
blackout-neg.text.0,84,was,0.0
blackout-neg.text.0,85,bathed,236.0
blackout-neg.text.0,86,in,328.0
blackout-neg.text.0,87,a,0.0
blackout-neg.text.0,88,"warm,",146.0
blackout-neg.text.0,89,golden,265.0
blackout-neg.text.0,90,light.,188.0
blackout-neg.text.0,91,It,0.0
blackout-neg.text.0,92,was,0.0
blackout-neg.text.0,93,as,168.0
blackout-neg.text.0,94,if,0.0
blackout-neg.text.0,95,the,119.0
blackout-neg.text.0,96,very,0.0
blackout-neg.text.0,97,essence,550.0
blackout-neg.text.0,98,of,0.0
blackout-neg.text.0,99,the,200.0
blackout-neg.text.0,100,sun,0.0
blackout-neg.text.0,101,had,269.0
blackout-neg.text.0,102,been,500.0
blackout-neg.text.0,103,bottled,502.0
blackout-neg.text.0,104,and,0.0
blackout-neg.text.0,105,placed,152.0
blackout-neg.text.0,106,within,350.0
blackout-neg.text.0,107,the,200.0
blackout-neg.text.0,108,walls,156.0
blackout-neg.text.0,109,of,159.0
blackout-neg.text.0,110,that,222.0
blackout-neg.text.0,111,one,0.0
blackout-neg.text.0,112,house.,351.0
blackout-neg.text.1,113,As,375.0
blackout-neg.text.1,114,the,0.0
blackout-neg.text.1,115,night,274.0
blackout-neg.text.1,116,wore,254.0
blackout-neg.text.1,117,"on,",0.0
blackout-neg.text.1,118,people,417.0
blackout-neg.text.1,119,began,123.0
blackout-neg.text.1,120,to,0.0
blackout-neg.text.1,121,gather,373.0
blackout-neg.text.1,122,on,0.0
blackout-neg.text.1,123,the,753.0
blackout-neg.text.1,124,"street,",0.0
blackout-neg.text.1,125,drawn,289.0
blackout-neg.text.1,126,by,177.0
blackout-neg.text.1,127,the,243.0
blackout-neg.text.1,128,light,175.0
blackout-neg.text.1,129,like,109.0
blackout-neg.text.1,130,moths,291.0
blackout-neg.text.1,131,to,168.0
blackout-neg.text.1,132,a,240.0
blackout-neg.text.1,133,flame.,153.0
blackout-neg.text.1,134,They,0.0
blackout-neg.text.1,135,stood,848.0
blackout-neg.text.1,136,at,0.0
blackout-neg.text.1,137,the,183.0
blackout-neg.text.1,138,edge,0.0
blackout-neg.text.1,139,of,0.0
blackout-neg.text.1,140,the,275.0
blackout-neg.text.1,141,"lawn,",0.0
blackout-neg.text.1,142,peering,371.0
blackout-neg.text.1,143,up,146.0
blackout-neg.text.1,144,at,350.0
blackout-neg.text.1,145,the,181.0
blackout-neg.text.1,146,house,259.0
blackout-neg.text.1,147,with,205.0
blackout-neg.text.1,148,a,0.0
blackout-neg.text.1,149,mix,0.0
blackout-neg.text.1,150,of,0.0
blackout-neg.text.1,151,curiosity,122.0
blackout-neg.text.1,152,and,0.0
blackout-neg.text.1,153,longing.,484.0
blackout-neg.text.1,154,Some,184.0
blackout-neg.text.1,155,tried,404.0
blackout-neg.text.1,156,to,253.0
blackout-neg.text.1,157,knock,161.0
blackout-neg.text.1,158,on,0.0
blackout-neg.text.1,159,the,346.0
blackout-neg.text.1,160,"door,",292.0
blackout-neg.text.1,161,but,0.0
blackout-neg.text.1,162,it,224.0
blackout-neg.text.1,163,was,223.0
blackout-neg.text.1,164,as,430.0
blackout-neg.text.1,165,if,0.0
blackout-neg.text.1,166,no,238.0
blackout-neg.text.1,167,one,0.0
blackout-neg.text.1,168,was,0.0
blackout-neg.text.1,169,home.,459.0
blackout-neg.text.1,170,The,0.0
blackout-neg.text.1,171,light,185.0
